order_id,customer_id,city,order_time,restaurant,cuisine,delivery_time_mins,order_value,rating,delivery_partner
ORD103483,CUST3694,Delhi,2025-10-26 13:35:57.894866,Restaurant_46,Continental,72,737.07,5.0,Rider_243
ORD103484,CUST3152,Hyderabad,2025-06-24 21:37:38.894866,Restaurant_62,Chinese,50,382.49,4.0,Rider_341
ORD103485,CUST2974,Hyderabad,2025-06-28 02:52:28.894866,Restaurant_92,Indian,33,295.59,1.0,Rider_29
ORD103486,CUST2400,Bengaluru,2025-04-02 12:01:34.894866,Restaurant_54,Indian,55,153.31,5.0,Rider_228
ORD103487,CUST1189,Mumbai,2024-12-12 21:18:49.894866,Restaurant_124,Middle Eastern,59,386.2,5.0,Rider_107
ORD103488,CUST2218,Delhi,2024-12-05 13:20:16.894866,Restaurant_100,Indian,55,278.54,3.0,Rider_229
ORD103489,CUST2599,Ahmedabad,2025-04-27 08:36:35.894866,Restaurant_67,Italian,30,720.62,4.0,Rider_500
ORD103490,CUST1376,Delhi,2024-12-24 20:12:40.894866,Restaurant_24,South Indian,43,225.27,4.0,Rider_283
ORD103491,CUST3730,Delhi,2025-07-03 06:29:28.894866,Restaurant_66,Italian,22,523.08,5.0,Rider_198
ORD103492,CUST2041,Kolkata,2025-10-11 00:58:19.894866,Restaurant_18,South Indian,19,135.02,4.0,Rider_148
ORD103493,CUST1258,Mumbai,2025-10-12 20:20:00.894866,Restaurant_96,Italian,21,657.79,5.0,Rider_182
ORD103494,CUST1826,Bengaluru,2025-07-22 11:54:31.894866,Restaurant_48,Middle Eastern,78,388.11,4.0,Rider_48
ORD103495,CUST3419,Pune,2025-02-08 19:34:58.894866,Restaurant_174,Continental,26,278.62,5.0,Rider_107
ORD103496,CUST2725,Hyderabad,2025-10-04 12:45:05.894866,Restaurant_48,Middle Eastern,63,296.88,4.0,Rider_184
ORD103497,CUST2830,Ahmedabad,2025-10-13 05:00:40.894866,Restaurant_62,Continental,46,681.58,3.0,Rider_489
ORD103498,CUST3879,Hyderabad,2025-02-03 19:40:53.894866,Restaurant_155,Continental,49,687.84,3.0,Rider_150
ORD103499,CUST3640,Delhi,2025-08-20 21:28:48.894866,Restaurant_62,Indian,57,50.0,4.0,Rider_151
ORD103500,CUST3107,Mumbai,2025-03-08 20:25:05.894866,Restaurant_102,Chinese,48,290.39,4.0,Rider_162
ORD103501,CUST3152,Chennai,2025-09-12 13:12:40.894866,Restaurant_125,Middle Eastern,44,235.47,5.0,Rider_260
ORD103502,CUST2449,Ahmedabad,2025-11-22 20:30:03.894866,Restaurant_102,Fast Food,46,204.93,3.0,Rider_480
ORD103503,CUST3924,Delhi,2024-12-04 21:01:15.894866,Restaurant_78,South Indian,64,241.19,5.0,Rider_272
ORD103504,CUST2790,Mumbai,2025-10-17 14:38:42.894866,Restaurant_65,Italian,20,312.05,5.0,Rider_324
ORD103505,CUST1643,Bengaluru,2025-07-09 15:27:57.894866,Restaurant_52,Continental,23,551.9,5.0,Rider_28
ORD103506,CUST2500,Ahmedabad,2025-11-14 12:04:29.894866,Restaurant_1,Chinese,34,387.79,5.0,Rider_476
ORD103507,CUST3314,Pune,2025-05-12 21:13:10.894866,Restaurant_178,Fast Food,62,244.49,5.0,Rider_233
ORD103508,CUST1955,Mumbai,2025-09-29 17:14:45.894866,Restaurant_40,Chinese,37,211.24,3.0,Rider_22
ORD103509,CUST2557,Bengaluru,2024-12-16 12:01:50.894866,Restaurant_72,Continental,54,757.7,4.0,Rider_8
ORD103510,CUST2716,Bengaluru,2025-03-26 20:48:14.894866,Restaurant_145,Middle Eastern,41,468.82,4.0,Rider_218
ORD103511,CUST2172,Bengaluru,2024-12-18 20:13:26.894866,Restaurant_1,Middle Eastern,32,355.73,5.0,Rider_231
ORD103512,CUST3327,Mumbai,2025-11-14 14:12:24.894866,Restaurant_78,South Indian,44,193.66,5.0,Rider_350
ORD103513,CUST1524,Kolkata,2025-09-18 06:54:04.894866,Restaurant_158,South Indian,41,256.02,5.0,Rider_114
ORD103514,CUST3911,Hyderabad,2025-10-01 16:28:52.894866,Restaurant_67,Middle Eastern,28,547.86,5.0,Rider_181
ORD103515,CUST3073,Mumbai,2025-11-01 12:20:42.894866,Restaurant_22,Middle Eastern,46,566.58,,Rider_137
ORD103516,CUST3599,Mumbai,2024-12-24 22:49:03.894866,Restaurant_35,Fast Food,42,137.63,4.0,Rider_346
ORD103517,CUST2305,Bengaluru,2025-04-13 19:39:50.894866,Restaurant_56,Fast Food,52,194.13,4.0,Rider_426
ORD103518,CUST2507,Bengaluru,2024-12-19 12:33:18.894866,Restaurant_126,Continental,46,503.83,5.0,Rider_123
ORD103519,CUST2964,Mumbai,2025-02-08 09:23:16.894866,Restaurant_142,Continental,30,590.81,5.0,Rider_54
ORD103520,CUST1797,Chennai,2025-02-15 19:00:59.894866,Restaurant_45,South Indian,32,164.51,4.0,Rider_331
ORD103521,CUST3158,Mumbai,2025-05-14 21:48:42.894866,Restaurant_86,South Indian,48,311.12,4.0,Rider_377
ORD103522,CUST1421,Bengaluru,2025-03-01 03:57:20.894866,Restaurant_33,Indian,20,248.42,5.0,Rider_409
ORD103523,CUST1904,Kolkata,2024-12-30 15:11:17.894866,Restaurant_140,Fast Food,12,171.24,4.0,Rider_98
ORD103524,CUST1725,Kolkata,2025-01-23 14:49:43.894866,Restaurant_152,Fast Food,44,207.98,4.0,Rider_91
ORD103525,CUST2463,Delhi,2025-01-16 00:35:39.894866,Restaurant_197,Middle Eastern,47,596.91,4.0,Rider_499
ORD103526,CUST3341,Mumbai,2025-11-14 13:25:20.894866,Restaurant_185,South Indian,88,203.16,4.0,Rider_10
ORD103527,CUST2172,Hyderabad,2025-08-27 23:55:16.894866,Restaurant_137,Middle Eastern,20,383.0,5.0,Rider_463
ORD103528,CUST2163,Delhi,2025-11-12 20:23:57.894866,Restaurant_130,Italian,79,655.78,4.0,Rider_242
ORD103529,CUST3851,Kolkata,2025-05-03 03:08:01.894866,Restaurant_59,Indian,21,402.39,5.0,Rider_453
ORD103530,CUST2145,Kolkata,2025-03-05 05:44:14.894866,Restaurant_95,Italian,36,748.64,4.0,Rider_396
ORD103531,CUST1383,Hyderabad,2025-09-11 21:30:51.894866,Restaurant_29,Middle Eastern,38,281.91,,Rider_264
ORD103532,CUST2986,Chennai,2025-03-22 20:52:54.894866,Restaurant_55,South Indian,42,254.1,5.0,Rider_198
ORD103533,CUST3330,Hyderabad,2025-03-13 21:22:11.894866,Restaurant_94,Indian,49,243.87,4.0,Rider_344
ORD103534,CUST3811,Bengaluru,2025-02-16 20:20:31.894866,Restaurant_150,Indian,47,361.45,5.0,Rider_257
ORD103535,CUST2470,Mumbai,2025-01-10 04:23:07.894866,Restaurant_119,South Indian,34,328.34,5.0,Rider_281
ORD103536,CUST1966,Chennai,2025-02-25 20:59:58.894866,Restaurant_105,Continental,43,93.1,,Rider_301
ORD103537,CUST3241,Kolkata,2025-04-02 14:05:50.894866,Restaurant_177,Chinese,50,301.42,2.0,Rider_175
ORD103538,CUST1841,Delhi,2025-07-27 09:36:27.894866,Restaurant_140,Chinese,48,252.06,,Rider_267
ORD103539,CUST2616,Bengaluru,2024-12-16 20:20:58.894866,Restaurant_199,Fast Food,52,135.22,,Rider_190
ORD103540,CUST1618,Bengaluru,2025-02-08 04:20:32.894866,Restaurant_136,South Indian,41,135.39,5.0,Rider_215
ORD103541,CUST2019,Mumbai,2025-09-15 22:18:27.894866,Restaurant_16,Continental,87,463.98,4.0,Rider_420
ORD103542,CUST2953,Delhi,2025-01-16 10:27:49.894866,Restaurant_168,South Indian,34,179.74,5.0,Rider_40
ORD103543,CUST1205,Kolkata,2025-03-28 08:23:03.894866,Restaurant_173,Continental,21,482.49,5.0,Rider_71
ORD103544,CUST1638,Ahmedabad,2025-10-05 08:02:47.894866,Restaurant_64,Italian,21,146.14,5.0,Rider_219
ORD103545,CUST1063,Delhi,2025-01-19 06:56:54.894866,Restaurant_191,South Indian,28,208.96,5.0,Rider_365
ORD103546,CUST2458,Mumbai,2024-12-24 15:52:21.894866,Restaurant_179,Chinese,32,410.81,5.0,Rider_469
ORD103547,CUST2711,Hyderabad,2025-05-19 14:33:19.894866,Restaurant_10,Continental,46,442.62,5.0,Rider_5
ORD103548,CUST1227,Delhi,2025-03-14 21:26:59.894866,Restaurant_76,South Indian,57,85.08,5.0,Rider_225
ORD103549,CUST1701,Ahmedabad,2025-06-17 09:51:28.894866,Restaurant_121,Italian,13,516.68,4.0,Rider_185
ORD103550,CUST1394,Mumbai,2025-09-13 23:02:53.894866,Restaurant_199,Fast Food,38,246.82,5.0,Rider_144
ORD103551,CUST2236,Delhi,2025-01-12 07:22:06.894866,Restaurant_173,Continental,26,580.22,5.0,Rider_395
ORD103552,CUST3780,Chennai,2025-06-23 04:06:29.894866,Restaurant_85,Indian,23,186.38,5.0,Rider_182
ORD103553,CUST2859,Pune,2025-05-27 21:21:13.894866,Restaurant_56,Continental,39,348.02,5.0,Rider_383
ORD103554,CUST2697,Delhi,2025-01-15 16:18:30.894866,Restaurant_73,Fast Food,8,224.48,5.0,Rider_416
ORD103555,CUST3345,Hyderabad,2025-07-09 03:14:28.894866,Restaurant_13,Italian,29,459.41,5.0,Rider_306
ORD103556,CUST2448,Pune,2025-03-03 07:15:32.894866,Restaurant_64,South Indian,24,163.66,5.0,Rider_216
ORD103557,CUST2020,Ahmedabad,2025-05-20 20:56:33.894866,Restaurant_115,Chinese,34,236.24,4.0,Rider_457
ORD103558,CUST3808,Chennai,2024-12-23 11:42:37.894866,Restaurant_158,Continental,31,592.34,4.0,Rider_190
ORD103559,CUST3749,Chennai,2025-05-10 17:04:46.894866,Restaurant_52,South Indian,26,208.19,5.0,Rider_356
ORD103560,CUST3571,Pune,2025-03-15 11:50:11.894866,Restaurant_114,Middle Eastern,24,438.17,4.0,Rider_263
ORD103561,CUST1552,Delhi,2025-09-20 23:41:21.894866,Restaurant_54,Continental,56,364.27,4.0,Rider_348
ORD103562,CUST2421,Pune,2024-12-14 15:03:49.894866,Restaurant_57,Middle Eastern,32,275.68,5.0,Rider_316
ORD103563,CUST2283,Hyderabad,2025-04-25 13:55:40.894866,Restaurant_18,Indian,59,193.06,4.0,Rider_471
ORD103564,CUST3173,Delhi,2025-05-10 01:54:09.894866,Restaurant_25,Chinese,31,330.46,4.0,Rider_295
ORD103565,CUST3273,Delhi,2025-08-15 04:25:03.894866,Restaurant_181,Fast Food,31,214.62,5.0,Rider_77
ORD103566,CUST3769,Chennai,2025-06-21 01:01:15.894866,Restaurant_20,Continental,104,832.32,4.0,Rider_51
ORD103567,CUST1332,Ahmedabad,2025-07-25 14:22:12.894866,Restaurant_11,Italian,30,353.58,5.0,Rider_391
ORD103568,CUST1329,Delhi,2025-09-03 04:56:48.894866,Restaurant_168,Fast Food,35,225.71,5.0,Rider_469
ORD103569,CUST3957,Delhi,2025-10-04 02:22:03.894866,Restaurant_151,Middle Eastern,46,171.18,5.0,Rider_124
ORD103570,CUST2288,Chennai,2025-03-18 22:02:38.894866,Restaurant_90,Middle Eastern,60,482.7,5.0,Rider_124
ORD103571,CUST3218,Delhi,2025-06-08 19:53:57.894866,Restaurant_87,Indian,65,117.66,4.0,Rider_167
ORD103572,CUST3963,Pune,2025-09-26 11:04:32.894866,Restaurant_170,Middle Eastern,28,245.57,5.0,Rider_205
ORD103573,CUST3048,Kolkata,2025-11-19 19:56:34.894866,Restaurant_175,Continental,39,694.95,4.0,Rider_164
ORD103574,CUST1875,Pune,2025-10-14 20:25:09.894866,Restaurant_56,Indian,59,263.38,4.0,Rider_12
ORD103575,CUST3908,Bengaluru,2025-04-08 05:04:23.894866,Restaurant_33,South Indian,44,177.81,5.0,Rider_328
ORD103576,CUST2744,Chennai,2025-02-03 16:43:08.894866,Restaurant_98,South Indian,30,102.42,4.0,Rider_496
ORD103577,CUST3288,Delhi,2025-05-21 21:49:35.894866,Restaurant_26,Continental,46,621.05,4.0,Rider_107
ORD103578,CUST1583,Kolkata,2025-08-21 22:05:31.894866,Restaurant_103,Middle Eastern,57,443.03,5.0,Rider_356
ORD103579,CUST1600,Delhi,2025-05-22 16:30:55.894866,Restaurant_69,South Indian,22,250.64,4.0,Rider_53
ORD103580,CUST3067,Bengaluru,2025-05-19 20:52:57.894866,Restaurant_29,Indian,49,98.04,5.0,Rider_189
ORD103581,CUST2338,Delhi,2025-09-25 20:35:36.894866,Restaurant_109,Chinese,47,365.11,5.0,Rider_367
ORD103582,CUST3520,Kolkata,2025-04-04 01:21:01.894866,Restaurant_60,Continental,33,445.62,5.0,Rider_122
ORD103583,CUST3004,Bengaluru,2025-10-03 15:16:03.894866,Restaurant_165,Fast Food,25,198.34,5.0,Rider_236
ORD103584,CUST3188,Bengaluru,2025-04-21 14:29:15.894866,Restaurant_153,Fast Food,20,176.05,5.0,Rider_23
ORD103585,CUST1686,Chennai,2025-03-23 21:00:30.894866,Restaurant_107,Italian,36,351.03,5.0,Rider_482
ORD103586,CUST3097,Bengaluru,2025-05-08 03:26:57.894866,Restaurant_172,Italian,25,427.92,5.0,Rider_279
ORD103587,CUST2629,Bengaluru,2025-08-29 12:21:42.894866,Restaurant_162,Middle Eastern,41,298.0,5.0,Rider_230
ORD103588,CUST2484,Chennai,2025-01-08 19:48:47.894866,Restaurant_121,Chinese,32,244.85,5.0,Rider_285
ORD103589,CUST2703,Mumbai,2025-02-03 15:08:16.894866,Restaurant_12,South Indian,32,136.36,5.0,Rider_434
ORD103590,CUST1390,Bengaluru,2025-11-06 17:46:14.894866,Restaurant_93,South Indian,106,228.11,5.0,Rider_152
ORD103591,CUST2078,Delhi,2025-01-26 19:32:32.894866,Restaurant_39,Chinese,40,209.71,5.0,Rider_150
ORD103592,CUST1489,Chennai,2025-06-19 19:03:22.894866,Restaurant_147,Middle Eastern,31,513.94,5.0,Rider_12
ORD103593,CUST2355,Hyderabad,2025-06-23 22:39:45.894866,Restaurant_147,Fast Food,55,385.74,5.0,Rider_336
ORD103594,CUST2921,Ahmedabad,2025-05-21 00:08:25.894866,Restaurant_29,South Indian,22,182.02,5.0,Rider_193
ORD103595,CUST1269,Kolkata,2025-07-17 14:24:51.894866,Restaurant_194,Fast Food,40,80.33,4.0,Rider_371
ORD103596,CUST1361,Mumbai,2025-02-15 19:40:47.894866,Restaurant_90,Indian,75,434.1,5.0,Rider_414
ORD103597,CUST1144,Mumbai,2025-06-13 05:19:43.894866,Restaurant_101,Continental,47,617.18,3.0,Rider_36
ORD103598,CUST1588,Bengaluru,2025-04-08 12:14:38.894866,Restaurant_112,Italian,38,477.22,5.0,Rider_42
ORD103599,CUST2152,Pune,2025-07-23 03:23:02.894866,Restaurant_76,South Indian,19,173.79,5.0,Rider_234
ORD103600,CUST1374,Bengaluru,2025-01-14 12:53:17.894866,Restaurant_20,Italian,37,316.04,1.0,Rider_384
ORD103601,CUST2646,Bengaluru,2025-06-20 14:41:28.894866,Restaurant_185,Chinese,39,264.45,4.0,Rider_24
ORD103602,CUST3585,Mumbai,2025-01-30 22:35:43.894866,Restaurant_97,Continental,49,399.87,4.0,Rider_423
ORD103603,CUST2651,Chennai,2025-03-05 12:07:20.894866,Restaurant_9,Middle Eastern,48,314.01,5.0,Rider_38
ORD103604,CUST2197,Delhi,2025-02-11 17:46:24.894866,Restaurant_2,Indian,26,301.27,4.0,Rider_160
ORD103605,CUST1317,Bengaluru,2025-01-29 04:46:07.894866,Restaurant_156,South Indian,47,267.99,,Rider_255
ORD103606,CUST1584,Bengaluru,2025-09-21 12:30:28.894866,Restaurant_34,South Indian,41,184.2,5.0,Rider_186
ORD103607,CUST3610,Kolkata,2025-03-08 02:22:39.894866,Restaurant_21,Fast Food,24,211.63,5.0,Rider_54
ORD103608,CUST2750,Delhi,2025-10-28 07:04:24.894866,Restaurant_83,Italian,21,866.73,5.0,Rider_416
ORD103609,CUST3600,Bengaluru,2025-11-12 08:04:07.894866,Restaurant_81,Middle Eastern,31,303.48,5.0,Rider_253
ORD103610,CUST1310,Chennai,2025-06-20 08:59:53.894866,Restaurant_184,Indian,36,107.04,5.0,Rider_332
ORD103611,CUST3971,Chennai,2025-01-15 18:12:34.894866,Restaurant_133,Continental,52,710.31,,Rider_266
ORD103612,CUST1093,Pune,2025-04-09 21:00:10.894866,Restaurant_85,Fast Food,46,133.77,4.0,Rider_57
ORD103613,CUST1188,Delhi,2025-09-11 14:28:38.894866,Restaurant_22,Continental,19,448.48,5.0,Rider_204
ORD103614,CUST1646,Mumbai,2025-04-06 23:51:08.894866,Restaurant_187,Indian,23,260.77,5.0,Rider_333
ORD103615,CUST2741,Bengaluru,2024-12-25 13:14:52.894866,Restaurant_168,Middle Eastern,30,616.49,4.0,Rider_79
ORD103616,CUST3251,Delhi,2025-06-15 04:14:05.894866,Restaurant_84,Indian,36,261.47,5.0,Rider_252
ORD103617,CUST2514,Bengaluru,2025-09-28 08:35:01.894866,Restaurant_191,Chinese,34,77.45,4.0,Rider_382
ORD103618,CUST2691,Mumbai,2025-09-10 02:06:19.894866,Restaurant_160,Chinese,37,337.61,4.0,Rider_30
ORD103619,CUST3101,Delhi,2025-01-26 08:53:40.894866,Restaurant_45,Fast Food,20,194.59,4.0,Rider_309
ORD103620,CUST1971,Pune,2025-07-27 05:17:00.894866,Restaurant_83,Fast Food,24,125.81,5.0,Rider_77
ORD103621,CUST1093,Kolkata,2025-02-12 20:14:04.894866,Restaurant_33,Continental,51,222.31,3.0,Rider_243
ORD103622,CUST3361,Chennai,2025-02-11 19:54:22.894866,Restaurant_35,Fast Food,44,155.92,5.0,Rider_176
ORD103623,CUST2966,Pune,2025-10-08 16:56:00.894866,Restaurant_46,Indian,26,50.0,5.0,Rider_299
ORD103624,CUST1359,Bengaluru,2025-02-22 14:11:39.894866,Restaurant_127,South Indian,70,74.93,5.0,Rider_129
ORD103625,CUST3215,Hyderabad,2025-02-27 00:19:43.894866,Restaurant_106,Chinese,15,158.15,,Rider_82
ORD103626,CUST1981,Bengaluru,2024-11-24 11:21:00.894866,Restaurant_164,Continental,35,308.87,5.0,Rider_295
ORD103627,CUST2809,Delhi,2025-10-07 02:52:11.894866,Restaurant_108,Continental,44,719.24,5.0,Rider_396
ORD103628,CUST1397,Mumbai,2025-09-09 12:12:52.894866,Restaurant_190,Continental,48,520.97,4.0,Rider_178
ORD103629,CUST1536,Bengaluru,2025-07-10 00:05:24.894866,Restaurant_83,Middle Eastern,45,482.46,5.0,Rider_492
ORD103630,CUST1393,Bengaluru,2025-08-24 12:25:03.894866,Restaurant_100,South Indian,59,214.57,4.0,Rider_393
ORD103631,CUST2379,Chennai,2025-01-18 12:10:35.894866,Restaurant_107,Italian,45,230.73,,Rider_433
ORD103632,CUST1047,Ahmedabad,2025-05-10 00:29:03.894866,Restaurant_26,Chinese,33,240.82,5.0,Rider_132
ORD103633,CUST2455,Delhi,2025-04-01 09:21:30.894866,Restaurant_135,Continental,58,506.07,5.0,Rider_376
ORD103634,CUST3748,Chennai,2024-12-28 03:18:29.894866,Restaurant_87,Italian,46,476.73,3.0,Rider_219
ORD103635,CUST3100,Pune,2025-05-20 18:51:20.894866,Restaurant_133,Italian,28,583.83,5.0,Rider_255
ORD103636,CUST3288,Bengaluru,2025-10-25 20:05:20.894866,Restaurant_117,Middle Eastern,41,569.22,5.0,Rider_92
ORD103637,CUST3952,Delhi,2024-12-08 04:28:59.894866,Restaurant_160,Fast Food,37,203.3,4.0,Rider_24
ORD103638,CUST2209,Mumbai,2025-03-10 00:47:24.894866,Restaurant_79,Continental,37,889.12,4.0,Rider_68
ORD103639,CUST2164,Chennai,2025-02-07 20:25:35.894866,Restaurant_81,Indian,52,288.37,3.0,Rider_444
ORD103640,CUST1960,Chennai,2025-02-18 19:46:41.894866,Restaurant_84,South Indian,46,162.59,4.0,Rider_254
ORD103641,CUST3022,Mumbai,2025-10-21 22:38:26.894866,Restaurant_185,Middle Eastern,104,623.25,4.0,Rider_156
ORD103642,CUST2080,Ahmedabad,2025-05-13 04:19:51.894866,Restaurant_112,Middle Eastern,47,246.46,5.0,Rider_180
ORD103643,CUST1449,Kolkata,2025-05-13 01:23:15.894866,Restaurant_123,Middle Eastern,21,510.38,4.0,Rider_404
ORD103644,CUST2129,Delhi,2025-08-28 03:01:24.894866,Restaurant_190,Continental,54,521.1,5.0,Rider_319
ORD103645,CUST1432,Pune,2025-01-19 09:44:22.894866,Restaurant_156,Italian,22,349.82,4.0,Rider_221
ORD103646,CUST2703,Delhi,2025-05-20 18:14:54.894866,Restaurant_125,Continental,38,590.29,4.0,Rider_353
ORD103647,CUST1846,Chennai,2025-04-29 16:51:35.894866,Restaurant_122,Fast Food,8,162.01,5.0,Rider_30
ORD103648,CUST2781,Ahmedabad,2025-06-29 05:02:53.894866,Restaurant_80,Indian,26,88.5,5.0,Rider_451
ORD103649,CUST2749,Mumbai,2025-11-23 14:18:06.894866,Restaurant_128,Chinese,68,319.34,4.0,Rider_147
ORD103650,CUST2537,Hyderabad,2025-08-31 17:19:19.894866,Restaurant_78,Italian,28,319.37,4.0,Rider_149
ORD103651,CUST2973,Kolkata,2025-04-18 15:37:20.894866,Restaurant_74,Continental,38,573.58,4.0,Rider_424
ORD103652,CUST2422,Mumbai,2025-09-21 05:44:58.894866,Restaurant_194,Fast Food,20,171.99,5.0,Rider_277
ORD103653,CUST3913,Bengaluru,2025-01-25 12:51:38.894866,Restaurant_41,Continental,64,632.88,5.0,Rider_340
ORD103654,CUST3229,Hyderabad,2024-12-04 12:03:29.894866,Restaurant_86,Continental,43,112.56,5.0,Rider_256
ORD103655,CUST2325,Mumbai,2025-02-06 21:03:07.894866,Restaurant_66,Continental,39,359.25,5.0,Rider_311
ORD103656,CUST1182,Hyderabad,2025-03-28 12:45:43.894866,Restaurant_192,Continental,44,570.68,5.0,Rider_289
ORD103657,CUST2533,Mumbai,2025-05-29 22:33:44.894866,Restaurant_7,Fast Food,50,361.63,4.0,Rider_422
ORD103658,CUST2118,Chennai,2025-07-06 22:43:49.894866,Restaurant_169,Fast Food,46,188.75,2.0,Rider_9
ORD103659,CUST1155,Delhi,2025-10-22 06:05:55.894866,Restaurant_123,Chinese,55,253.8,4.0,Rider_50
ORD103660,CUST2715,Ahmedabad,2025-05-28 13:36:51.894866,Restaurant_127,Indian,32,326.4,5.0,Rider_95
ORD103661,CUST3144,Kolkata,2025-05-25 12:11:50.894866,Restaurant_173,South Indian,30,158.76,4.0,Rider_32
ORD103662,CUST1936,Delhi,2024-12-12 04:19:05.894866,Restaurant_172,South Indian,24,230.28,5.0,Rider_41
ORD103663,CUST2392,Chennai,2024-12-06 02:26:45.894866,Restaurant_30,Italian,89,509.1,4.0,Rider_407
ORD103664,CUST1788,Delhi,2025-06-13 16:48:45.894866,Restaurant_166,Indian,38,343.8,2.0,Rider_215
ORD103665,CUST3285,Kolkata,2025-05-02 03:16:37.894866,Restaurant_167,Italian,36,615.78,5.0,Rider_372
ORD103666,CUST3060,Chennai,2025-09-26 14:31:26.894866,Restaurant_147,South Indian,77,166.46,3.0,Rider_298
ORD103667,CUST2324,Bengaluru,2025-01-21 16:39:43.894866,Restaurant_175,Chinese,18,142.28,4.0,Rider_400
ORD103668,CUST1857,Delhi,2024-12-02 10:02:38.894866,Restaurant_38,Continental,32,344.18,,Rider_405
ORD103669,CUST1181,Delhi,2025-05-06 19:34:52.894866,Restaurant_145,Indian,41,275.94,5.0,Rider_447
ORD103670,CUST2938,Kolkata,2025-02-18 21:38:24.894866,Restaurant_101,Indian,51,245.47,4.0,Rider_76
ORD103671,CUST2178,Delhi,2024-12-11 14:20:52.894866,Restaurant_79,Italian,63,504.77,5.0,Rider_454
ORD103672,CUST1762,Pune,2025-08-15 20:59:22.894866,Restaurant_197,Middle Eastern,45,468.25,5.0,Rider_398
ORD103673,CUST2414,Chennai,2025-01-03 19:40:35.894866,Restaurant_102,Italian,42,356.7,4.0,Rider_86
ORD103674,CUST3840,Bengaluru,2025-07-03 20:38:10.894866,Restaurant_99,Chinese,50,289.03,4.0,Rider_479
ORD103675,CUST3224,Delhi,2025-03-06 23:55:17.894866,Restaurant_4,Indian,31,249.12,4.0,Rider_104
ORD103676,CUST3919,Hyderabad,2025-01-26 22:26:35.894866,Restaurant_163,Middle Eastern,44,213.62,4.0,Rider_431
ORD103677,CUST3979,Chennai,2025-04-11 20:54:36.894866,Restaurant_129,South Indian,46,157.18,5.0,Rider_426
ORD103678,CUST1582,Bengaluru,2025-09-12 14:26:22.894866,Restaurant_85,South Indian,53,227.4,4.0,Rider_156
ORD103679,CUST3934,Kolkata,2025-04-15 10:00:27.894866,Restaurant_110,Fast Food,30,224.04,5.0,Rider_453
ORD103680,CUST2943,Pune,2025-08-24 19:19:06.894866,Restaurant_186,South Indian,47,143.46,3.0,Rider_154
ORD103681,CUST1880,Hyderabad,2025-01-08 15:38:44.894866,Restaurant_150,Continental,38,646.14,4.0,Rider_436
ORD103682,CUST3116,Pune,2025-09-01 14:22:31.894866,Restaurant_133,Continental,26,431.72,2.0,Rider_91
ORD103683,CUST1307,Hyderabad,2025-02-18 18:41:33.894866,Restaurant_188,Fast Food,20,124.62,5.0,Rider_477
ORD103684,CUST2699,Ahmedabad,2025-07-29 02:38:24.894866,Restaurant_36,Fast Food,31,300.34,4.0,Rider_336
ORD103685,CUST3738,Ahmedabad,2025-06-18 19:14:18.894866,Restaurant_102,Italian,29,427.36,5.0,Rider_184
ORD103686,CUST3100,Kolkata,2025-10-28 14:14:37.894866,Restaurant_137,South Indian,41,96.76,4.0,Rider_474
ORD103687,CUST3263,Chennai,2025-04-14 19:04:18.894866,Restaurant_110,Fast Food,61,152.4,4.0,Rider_8
ORD103688,CUST1713,Hyderabad,2024-12-17 04:21:12.894866,Restaurant_57,Middle Eastern,27,389.93,5.0,Rider_203
ORD103689,CUST3085,Mumbai,2024-11-30 19:46:45.894866,Restaurant_106,South Indian,49,263.89,5.0,Rider_259
ORD103690,CUST2451,Hyderabad,2025-09-21 03:16:19.894866,Restaurant_109,South Indian,45,174.87,5.0,Rider_322
ORD103691,CUST2397,Kolkata,2025-06-03 20:21:39.894866,Restaurant_84,South Indian,55,226.49,3.0,Rider_385
ORD103692,CUST3078,Ahmedabad,2025-09-02 23:32:12.894866,Restaurant_90,Chinese,35,411.59,5.0,Rider_1
ORD103693,CUST3440,Ahmedabad,2025-02-17 16:39:29.894866,Restaurant_132,Fast Food,30,143.24,5.0,Rider_340
ORD103694,CUST1799,Hyderabad,2025-03-29 00:41:17.894866,Restaurant_51,Continental,89,606.0,4.0,Rider_298
ORD103695,CUST1424,Chennai,2024-12-04 13:55:36.894866,Restaurant_167,South Indian,15,195.59,5.0,Rider_479
ORD103696,CUST2028,Bengaluru,2025-11-09 17:35:51.894866,Restaurant_84,Middle Eastern,15,463.9,5.0,Rider_178
ORD103697,CUST1690,Bengaluru,2025-07-25 14:06:38.894866,Restaurant_106,Italian,39,517.66,5.0,Rider_80
ORD103698,CUST3827,Bengaluru,2025-10-30 20:27:37.894866,Restaurant_180,Chinese,18,315.34,5.0,Rider_435
ORD103699,CUST1199,Chennai,2025-02-28 17:56:23.894866,Restaurant_71,Fast Food,110,162.01,4.0,Rider_304
ORD103700,CUST2296,Hyderabad,2025-07-05 14:44:25.894866,Restaurant_55,Indian,38,252.2,5.0,Rider_451
ORD103701,CUST1775,Bengaluru,2025-07-29 20:12:09.894866,Restaurant_108,Fast Food,37,162.81,4.0,Rider_295
ORD103702,CUST1225,Pune,2025-03-19 13:08:52.894866,Restaurant_31,Chinese,51,544.78,5.0,Rider_326
ORD103703,CUST1470,Delhi,2025-09-29 14:38:45.894866,Restaurant_50,Italian,29,605.9,5.0,Rider_491
